frame,leg,theta1_deg,theta2_deg,theta3_deg,d_theta1_deg,d_theta2_deg,residual_deg,residual_steps,foot_x_mm,foot_y_mm,foot_z_mm,signed_reach_mm,status
G0332,R1,13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,-6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0332,R2,-13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0332,R3,13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,-6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0332,L1,13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,-6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0332,L2,-13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0332,L3,13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,-6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0333,R1,-13.5000,54.0000,114.7500,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-24.1589,5.8000,-82.0007,-24.8454,IK_W_REFLECTED
G0333,R2,13.5000,81.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-49.0490,-11.7756,-30.1875,-50.4427,IK_W_REFLECTED
G0333,R3,-13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0333,L1,-13.5000,81.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-49.0490,11.7756,-30.1875,-50.4427,IK_W_REFLECTED
G0333,L2,13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,-6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0333,L3,-13.5000,81.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-49.0490,11.7756,-30.1875,-50.4427,IK_W_REFLECTED
G0334,R1,-13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,6.2242,-68.8654,-26.6623,IK_W_REFLECTED
G0334,R2,13.5000,54.0000,121.5000,0.000000e+00,-7.629395e-06,7.629395e-06,5.651403e-05,-25.9256,-6.2242,-68.8654,-26.6623,IK_W_REFLECTED
