frame,leg,theta1_deg,theta2_deg,theta3_deg,d_theta1_deg,d_theta2_deg,residual_deg,residual_steps,foot_x_mm,foot_y_mm,foot_z_mm,signed_reach_mm,status
G0079,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0079,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0079,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0080,R1,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0080,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0080,R3,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0080,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0080,L2,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0080,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0081,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0081,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0081,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0081,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0081,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0081,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0082,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0082,R2,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0082,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0082,L1,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0082,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0082,L3,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0083,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0083,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0083,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0083,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0083,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0083,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0084,R1,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0084,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0084,R3,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0084,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0084,L2,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0084,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0085,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0085,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0085,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0085,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0085,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0085,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0086,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0086,R2,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0086,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0086,L1,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0086,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0086,L3,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0087,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0087,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0087,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0087,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0087,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0087,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0088,R1,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0088,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0088,R3,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0088,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0088,L2,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0088,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0089,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0089,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0089,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0089,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0089,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0089,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0090,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0090,R2,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0090,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0090,L1,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0090,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0090,L3,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0091,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0091,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0091,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0091,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0091,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0091,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0092,R1,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0092,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0092,R3,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0092,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0092,L2,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0092,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0093,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0093,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0093,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0093,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0093,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0093,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0094,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0094,R2,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0094,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0094,L1,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0094,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0094,L3,13.5000,-20.2500,-30.0000,9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,42.8674,112.2712,183.6294,IK_OK
G0095,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0095,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0095,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0095,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0095,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0095,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0096,R1,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0096,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0096,R3,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0096,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0096,L2,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0096,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0097,R1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0097,R2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0097,R3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0097,L1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0097,L2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0097,L3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0098,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0098,R2,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0098,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0098,L1,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0098,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0098,L3,-13.5000,-20.2500,-30.0000,-9.536743e-07,-1.907349e-06,1.907349e-06,1.412851e-05,178.5557,-42.8674,112.2712,183.6294,IK_OK
G0099,R1,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0099,R2,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0099,R3,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0099,L1,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0099,L2,13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,27.3651,164.3328,117.2226,IK_OK
G0099,L3,-13.5000,-47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,113.9838,-27.3651,164.3328,117.2226,IK_OK
G0116,R1,-47.2500,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,145.0831,-156.9500,56.3116,213.7345,IK_OK
G0116,R2,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0116,R3,47.2500,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,145.0831,156.9500,56.3116,213.7345,IK_OK
G0116,L1,47.2500,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,145.0831,156.9500,56.3116,213.7345,IK_OK
G0116,L2,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0116,L3,-47.2500,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,145.0831,-156.9500,56.3116,213.7345,IK_OK
G0118,R1,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0118,R2,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0118,R3,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0118,L1,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0118,L2,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0118,L3,0.0000,0.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,213.7345,0.0000,56.3116,213.7345,IK_OK
G0119,R1,0.0000,81.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,124.4835,0.0000,-160.8111,124.4835,IK_OK
G0119,R2,0.0000,81.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,124.4835,0.0000,-160.8111,124.4835,IK_OK
G0119,R3,0.0000,81.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,124.4835,0.0000,-160.8111,124.4835,IK_OK
G0119,L1,0.0000,81.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,124.4835,0.0000,-160.8111,124.4835,IK_OK
G0119,L2,0.0000,81.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,124.4835,0.0000,-160.8111,124.4835,IK_OK
G0119,L3,0.0000,81.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,124.4835,0.0000,-160.8111,124.4835,IK_OK
G0120,R1,-13.5000,40.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,-48.8273,-68.7130,209.1593,IK_OK
G0120,R2,-13.5000,40.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,-48.8273,-68.7130,209.1593,IK_OK
G0120,R3,-13.5000,40.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,-48.8273,-68.7130,209.1593,IK_OK
G0120,L1,-13.5000,40.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,-48.8273,-68.7130,209.1593,IK_OK
G0120,L2,-13.5000,40.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,-48.8273,-68.7130,209.1593,IK_OK
G0120,L3,-13.5000,40.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,-48.8273,-68.7130,209.1593,IK_OK
G0121,R1,13.5000,40.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,48.8273,-68.7130,209.1593,IK_OK
G0121,R2,13.5000,40.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,48.8273,-68.7130,209.1593,IK_OK
G0121,R3,13.5000,40.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,48.8273,-68.7130,209.1593,IK_OK
G0121,L1,13.5000,40.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,48.8273,-68.7130,209.1593,IK_OK
G0121,L2,13.5000,40.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,48.8273,-68.7130,209.1593,IK_OK
G0121,L3,13.5000,40.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,203.3802,48.8273,-68.7130,209.1593,IK_OK
G0122,R1,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0122,R2,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0122,R3,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0122,L1,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0122,L2,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0122,L3,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0141,R1,13.5000,67.5000,-30.0000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,155.3313,37.2917,-137.1125,159.7450,IK_OK
G0141,R2,54.0000,27.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,129.6545,178.4541,-27.7919,220.5814,IK_OK
G0141,R3,0.0000,47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,199.9243,0.0000,-87.8842,199.9243,IK_OK
G0141,L1,-13.5000,67.5000,-30.0000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,155.3313,-37.2917,-137.1125,159.7450,IK_OK
G0141,L2,-54.0000,27.0000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,129.6545,-178.4541,-27.7919,220.5814,IK_OK
G0141,L3,0.0000,47.2500,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,199.9243,0.0000,-87.8842,199.9243,IK_OK
G0142,R1,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
G0142,R2,0.0000,40.5000,-30.0000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,209.1593,0.0000,-68.7130,209.1593,IK_OK
